#id1,id2
# https://fbref.com/en/squads/fdba14df/Lech-Poznan-Stats
202b3b68,0c3057a9
202b3b68,e0a1f4eb
202b3b68,ebc533e5
202b3b68,9b30df1e
202b3b68,d3bd981b
202b3b68,d665d581
202b3b68,276cce2e
202b3b68,273cdcb1
202b3b68,93b95f72
202b3b68,1184dd60
202b3b68,0aebf20f
202b3b68,b13a2b09
202b3b68,c859705e
202b3b68,2e594b84
202b3b68,a5f35865
202b3b68,5a80aea3
202b3b68,821770dd
202b3b68,be5e1c4c
202b3b68,2209c211
202b3b68,c5c1627c
202b3b68,dc52c72f
202b3b68,55a88fd9
202b3b68,73d30c88
0c3057a9,e0a1f4eb
0c3057a9,ebc533e5
0c3057a9,9b30df1e
0c3057a9,d3bd981b
0c3057a9,d665d581
0c3057a9,276cce2e
0c3057a9,273cdcb1
0c3057a9,93b95f72
0c3057a9,1184dd60
0c3057a9,0aebf20f
0c3057a9,b13a2b09
0c3057a9,c859705e
0c3057a9,2e594b84
0c3057a9,a5f35865
0c3057a9,5a80aea3
0c3057a9,821770dd
0c3057a9,be5e1c4c
0c3057a9,2209c211
0c3057a9,c5c1627c
0c3057a9,dc52c72f
0c3057a9,55a88fd9
0c3057a9,73d30c88
e0a1f4eb,ebc533e5
e0a1f4eb,9b30df1e
e0a1f4eb,d3bd981b
e0a1f4eb,d665d581
e0a1f4eb,276cce2e
e0a1f4eb,273cdcb1
e0a1f4eb,93b95f72
e0a1f4eb,1184dd60
e0a1f4eb,0aebf20f
e0a1f4eb,b13a2b09
e0a1f4eb,c859705e
e0a1f4eb,2e594b84
e0a1f4eb,a5f35865
e0a1f4eb,5a80aea3
e0a1f4eb,821770dd
e0a1f4eb,be5e1c4c
e0a1f4eb,2209c211
e0a1f4eb,c5c1627c
e0a1f4eb,dc52c72f
e0a1f4eb,55a88fd9
e0a1f4eb,73d30c88
ebc533e5,9b30df1e
ebc533e5,d3bd981b
ebc533e5,d665d581
ebc533e5,276cce2e
ebc533e5,273cdcb1
ebc533e5,93b95f72
ebc533e5,1184dd60
ebc533e5,0aebf20f
ebc533e5,b13a2b09
ebc533e5,c859705e
ebc533e5,2e594b84
ebc533e5,a5f35865
ebc533e5,5a80aea3
ebc533e5,821770dd
ebc533e5,be5e1c4c
ebc533e5,2209c211
ebc533e5,c5c1627c
ebc533e5,dc52c72f
ebc533e5,55a88fd9
ebc533e5,73d30c88
9b30df1e,d3bd981b
9b30df1e,d665d581
9b30df1e,276cce2e
9b30df1e,273cdcb1
9b30df1e,93b95f72
9b30df1e,1184dd60
9b30df1e,0aebf20f
9b30df1e,b13a2b09
9b30df1e,c859705e
9b30df1e,2e594b84
9b30df1e,a5f35865
9b30df1e,5a80aea3
9b30df1e,821770dd
9b30df1e,be5e1c4c
9b30df1e,2209c211
9b30df1e,c5c1627c
9b30df1e,dc52c72f
9b30df1e,55a88fd9
9b30df1e,73d30c88
d3bd981b,d665d581
d3bd981b,276cce2e
d3bd981b,273cdcb1
d3bd981b,93b95f72
d3bd981b,1184dd60
d3bd981b,0aebf20f
d3bd981b,b13a2b09
d3bd981b,c859705e
d3bd981b,2e594b84
d3bd981b,a5f35865
d3bd981b,5a80aea3
d3bd981b,821770dd
d3bd981b,be5e1c4c
d3bd981b,2209c211
d3bd981b,c5c1627c
d3bd981b,dc52c72f
d3bd981b,55a88fd9
d3bd981b,73d30c88
d665d581,276cce2e
d665d581,273cdcb1
d665d581,93b95f72
d665d581,1184dd60
d665d581,0aebf20f
d665d581,b13a2b09
d665d581,c859705e
d665d581,2e594b84
d665d581,a5f35865
d665d581,5a80aea3
d665d581,821770dd
d665d581,be5e1c4c
d665d581,2209c211
d665d581,c5c1627c
d665d581,dc52c72f
d665d581,55a88fd9
d665d581,73d30c88
276cce2e,273cdcb1
276cce2e,93b95f72
276cce2e,1184dd60
276cce2e,0aebf20f
276cce2e,b13a2b09
276cce2e,c859705e
276cce2e,2e594b84
276cce2e,a5f35865
276cce2e,5a80aea3
276cce2e,821770dd
276cce2e,be5e1c4c
276cce2e,2209c211
276cce2e,c5c1627c
276cce2e,dc52c72f
276cce2e,55a88fd9
276cce2e,73d30c88
273cdcb1,93b95f72
273cdcb1,1184dd60
273cdcb1,0aebf20f
273cdcb1,b13a2b09
273cdcb1,c859705e
273cdcb1,2e594b84
273cdcb1,a5f35865
273cdcb1,5a80aea3
273cdcb1,821770dd
273cdcb1,be5e1c4c
273cdcb1,2209c211
273cdcb1,c5c1627c
273cdcb1,dc52c72f
273cdcb1,55a88fd9
273cdcb1,73d30c88
93b95f72,1184dd60
93b95f72,0aebf20f
93b95f72,b13a2b09
93b95f72,c859705e
93b95f72,2e594b84
93b95f72,a5f35865
93b95f72,5a80aea3
93b95f72,821770dd
93b95f72,be5e1c4c
93b95f72,2209c211
93b95f72,c5c1627c
93b95f72,dc52c72f
93b95f72,55a88fd9
93b95f72,73d30c88
1184dd60,0aebf20f
1184dd60,b13a2b09
1184dd60,c859705e
1184dd60,2e594b84
1184dd60,a5f35865
1184dd60,5a80aea3
1184dd60,821770dd
1184dd60,be5e1c4c
1184dd60,2209c211
1184dd60,c5c1627c
1184dd60,dc52c72f
1184dd60,55a88fd9
1184dd60,73d30c88
0aebf20f,b13a2b09
0aebf20f,c859705e
0aebf20f,2e594b84
0aebf20f,a5f35865
0aebf20f,5a80aea3
0aebf20f,821770dd
0aebf20f,be5e1c4c
0aebf20f,2209c211
0aebf20f,c5c1627c
0aebf20f,dc52c72f
0aebf20f,55a88fd9
0aebf20f,73d30c88
b13a2b09,c859705e
b13a2b09,2e594b84
b13a2b09,a5f35865
b13a2b09,5a80aea3
b13a2b09,821770dd
b13a2b09,be5e1c4c
b13a2b09,2209c211
b13a2b09,c5c1627c
b13a2b09,dc52c72f
b13a2b09,55a88fd9
b13a2b09,73d30c88
c859705e,2e594b84
c859705e,a5f35865
c859705e,5a80aea3
c859705e,821770dd
c859705e,be5e1c4c
c859705e,2209c211
c859705e,c5c1627c
c859705e,dc52c72f
c859705e,55a88fd9
c859705e,73d30c88
2e594b84,a5f35865
2e594b84,5a80aea3
2e594b84,821770dd
2e594b84,be5e1c4c
2e594b84,2209c211
2e594b84,c5c1627c
2e594b84,dc52c72f
2e594b84,55a88fd9
2e594b84,73d30c88
a5f35865,5a80aea3
a5f35865,821770dd
a5f35865,be5e1c4c
a5f35865,2209c211
a5f35865,c5c1627c
a5f35865,dc52c72f
a5f35865,55a88fd9
a5f35865,73d30c88
5a80aea3,821770dd
5a80aea3,be5e1c4c
5a80aea3,2209c211
5a80aea3,c5c1627c
5a80aea3,dc52c72f
5a80aea3,55a88fd9
5a80aea3,73d30c88
821770dd,be5e1c4c
821770dd,2209c211
821770dd,c5c1627c
821770dd,dc52c72f
821770dd,55a88fd9
821770dd,73d30c88
be5e1c4c,2209c211
be5e1c4c,c5c1627c
be5e1c4c,dc52c72f
be5e1c4c,55a88fd9
be5e1c4c,73d30c88
2209c211,c5c1627c
2209c211,dc52c72f
2209c211,55a88fd9
2209c211,73d30c88
c5c1627c,dc52c72f
c5c1627c,55a88fd9
c5c1627c,73d30c88
dc52c72f,55a88fd9
dc52c72f,73d30c88
55a88fd9,73d30c88
# https://fbref.com/en/squads/e0b3aa47/RKS-Rakow-Stats
8b8a9bde,33b5db14
8b8a9bde,d2fa73e7
8b8a9bde,fa462ff0
8b8a9bde,27610955
8b8a9bde,cffc27c7
8b8a9bde,f82607cc
8b8a9bde,f0e59e3a
8b8a9bde,c43800a0
8b8a9bde,9e55849b
8b8a9bde,841beda7
8b8a9bde,70da6f27
8b8a9bde,dd08d93a
8b8a9bde,7a6c48f8
8b8a9bde,1aca6ddf
8b8a9bde,b256eab2
8b8a9bde,15e1f59b
8b8a9bde,22134590
8b8a9bde,88e29dad
8b8a9bde,585fe6ab
8b8a9bde,b2b4b093
8b8a9bde,3c19867d
8b8a9bde,2e763366
8b8a9bde,dd70a287
8b8a9bde,4c14af32
33b5db14,d2fa73e7
33b5db14,fa462ff0
33b5db14,27610955
33b5db14,cffc27c7
33b5db14,f82607cc
33b5db14,f0e59e3a
33b5db14,c43800a0
33b5db14,9e55849b
33b5db14,841beda7
33b5db14,70da6f27
33b5db14,dd08d93a
33b5db14,7a6c48f8
33b5db14,1aca6ddf
33b5db14,b256eab2
33b5db14,15e1f59b
33b5db14,22134590
33b5db14,88e29dad
33b5db14,585fe6ab
33b5db14,b2b4b093
33b5db14,3c19867d
33b5db14,2e763366
33b5db14,dd70a287
33b5db14,4c14af32
d2fa73e7,fa462ff0
d2fa73e7,27610955
d2fa73e7,cffc27c7
d2fa73e7,f82607cc
d2fa73e7,f0e59e3a
d2fa73e7,c43800a0
d2fa73e7,9e55849b
d2fa73e7,841beda7
d2fa73e7,70da6f27
d2fa73e7,dd08d93a
d2fa73e7,7a6c48f8
d2fa73e7,1aca6ddf
d2fa73e7,b256eab2
d2fa73e7,15e1f59b
d2fa73e7,22134590
d2fa73e7,88e29dad
d2fa73e7,585fe6ab
d2fa73e7,b2b4b093
d2fa73e7,3c19867d
d2fa73e7,2e763366
d2fa73e7,dd70a287
d2fa73e7,4c14af32
fa462ff0,27610955
fa462ff0,cffc27c7
fa462ff0,f82607cc
fa462ff0,f0e59e3a
fa462ff0,c43800a0
fa462ff0,9e55849b
fa462ff0,841beda7
fa462ff0,70da6f27
fa462ff0,dd08d93a
fa462ff0,7a6c48f8
fa462ff0,1aca6ddf
fa462ff0,b256eab2
fa462ff0,15e1f59b
fa462ff0,22134590
fa462ff0,88e29dad
fa462ff0,585fe6ab
fa462ff0,b2b4b093
fa462ff0,3c19867d
fa462ff0,2e763366
fa462ff0,dd70a287
fa462ff0,4c14af32
27610955,cffc27c7
27610955,f82607cc
27610955,f0e59e3a
27610955,c43800a0
27610955,9e55849b
27610955,841beda7
27610955,70da6f27
27610955,dd08d93a
27610955,7a6c48f8
27610955,1aca6ddf
27610955,b256eab2
27610955,15e1f59b
27610955,22134590
27610955,88e29dad
27610955,585fe6ab
27610955,b2b4b093
27610955,3c19867d
27610955,2e763366
27610955,dd70a287
27610955,4c14af32
cffc27c7,f82607cc
cffc27c7,f0e59e3a
cffc27c7,c43800a0
cffc27c7,9e55849b
cffc27c7,841beda7
cffc27c7,70da6f27
cffc27c7,dd08d93a
cffc27c7,7a6c48f8
cffc27c7,1aca6ddf
cffc27c7,b256eab2
cffc27c7,15e1f59b
cffc27c7,22134590
cffc27c7,88e29dad
cffc27c7,585fe6ab
cffc27c7,b2b4b093
cffc27c7,3c19867d
cffc27c7,2e763366
cffc27c7,dd70a287
cffc27c7,4c14af32
f82607cc,f0e59e3a
f82607cc,c43800a0
f82607cc,9e55849b
f82607cc,841beda7
f82607cc,70da6f27
f82607cc,dd08d93a
f82607cc,7a6c48f8
f82607cc,1aca6ddf
f82607cc,b256eab2
f82607cc,15e1f59b
f82607cc,22134590
f82607cc,88e29dad
f82607cc,585fe6ab
f82607cc,b2b4b093
f82607cc,3c19867d
f82607cc,2e763366
f82607cc,dd70a287
f82607cc,4c14af32
f0e59e3a,c43800a0
f0e59e3a,9e55849b
f0e59e3a,841beda7
f0e59e3a,70da6f27
f0e59e3a,dd08d93a
f0e59e3a,7a6c48f8
f0e59e3a,1aca6ddf
f0e59e3a,b256eab2
f0e59e3a,15e1f59b
f0e59e3a,22134590
f0e59e3a,88e29dad
f0e59e3a,585fe6ab
f0e59e3a,b2b4b093
f0e59e3a,3c19867d
f0e59e3a,2e763366
f0e59e3a,dd70a287
f0e59e3a,4c14af32
c43800a0,9e55849b
c43800a0,841beda7
c43800a0,70da6f27
c43800a0,dd08d93a
c43800a0,7a6c48f8
c43800a0,1aca6ddf
c43800a0,b256eab2
c43800a0,15e1f59b
c43800a0,22134590
c43800a0,88e29dad
c43800a0,585fe6ab
c43800a0,b2b4b093
c43800a0,3c19867d
c43800a0,2e763366
c43800a0,dd70a287
c43800a0,4c14af32
9e55849b,841beda7
9e55849b,70da6f27
9e55849b,dd08d93a
9e55849b,7a6c48f8
9e55849b,1aca6ddf
9e55849b,b256eab2
9e55849b,15e1f59b
9e55849b,22134590
9e55849b,88e29dad
9e55849b,585fe6ab
9e55849b,b2b4b093
9e55849b,3c19867d
9e55849b,2e763366
9e55849b,dd70a287
9e55849b,4c14af32
841beda7,70da6f27
841beda7,dd08d93a
841beda7,7a6c48f8
841beda7,1aca6ddf
841beda7,b256eab2
841beda7,15e1f59b
841beda7,22134590
841beda7,88e29dad
841beda7,585fe6ab
841beda7,b2b4b093
841beda7,3c19867d
841beda7,2e763366
841beda7,dd70a287
841beda7,4c14af32
70da6f27,dd08d93a
70da6f27,7a6c48f8
70da6f27,1aca6ddf
70da6f27,b256eab2
70da6f27,15e1f59b
70da6f27,22134590
70da6f27,88e29dad
70da6f27,585fe6ab
70da6f27,b2b4b093
70da6f27,3c19867d
70da6f27,2e763366
70da6f27,dd70a287
70da6f27,4c14af32
dd08d93a,7a6c48f8
dd08d93a,1aca6ddf
dd08d93a,b256eab2
dd08d93a,15e1f59b
dd08d93a,22134590
dd08d93a,88e29dad
dd08d93a,585fe6ab
dd08d93a,b2b4b093
dd08d93a,3c19867d
dd08d93a,2e763366
dd08d93a,dd70a287
dd08d93a,4c14af32
7a6c48f8,1aca6ddf
7a6c48f8,b256eab2
7a6c48f8,15e1f59b
7a6c48f8,22134590
7a6c48f8,88e29dad
7a6c48f8,585fe6ab
7a6c48f8,b2b4b093
7a6c48f8,3c19867d
7a6c48f8,2e763366
7a6c48f8,dd70a287
7a6c48f8,4c14af32
1aca6ddf,b256eab2
1aca6ddf,15e1f59b
1aca6ddf,22134590
1aca6ddf,88e29dad
1aca6ddf,585fe6ab
1aca6ddf,b2b4b093
1aca6ddf,3c19867d
1aca6ddf,2e763366
1aca6ddf,dd70a287
1aca6ddf,4c14af32
b256eab2,15e1f59b
b256eab2,22134590
b256eab2,88e29dad
b256eab2,585fe6ab
b256eab2,b2b4b093
b256eab2,3c19867d
b256eab2,2e763366
b256eab2,dd70a287
b256eab2,4c14af32
15e1f59b,22134590
15e1f59b,88e29dad
15e1f59b,585fe6ab
15e1f59b,b2b4b093
15e1f59b,3c19867d
15e1f59b,2e763366
15e1f59b,dd70a287
15e1f59b,4c14af32
22134590,88e29dad
22134590,585fe6ab
22134590,b2b4b093
22134590,3c19867d
22134590,2e763366
22134590,dd70a287
22134590,4c14af32
88e29dad,585fe6ab
88e29dad,b2b4b093
88e29dad,3c19867d
88e29dad,2e763366
88e29dad,dd70a287
88e29dad,4c14af32
585fe6ab,b2b4b093
585fe6ab,3c19867d
585fe6ab,2e763366
585fe6ab,dd70a287
585fe6ab,4c14af32
b2b4b093,3c19867d
b2b4b093,2e763366
b2b4b093,dd70a287
b2b4b093,4c14af32
3c19867d,2e763366
3c19867d,dd70a287
3c19867d,4c14af32
2e763366,dd70a287
2e763366,4c14af32
dd70a287,4c14af32
# https://fbref.com/en/squads/8a3f95b9/Pogon-Szczecin-Stats
43e055df,1e2c9501
43e055df,1bfd572f
43e055df,03aa2a95
43e055df,c572c107
43e055df,1ea1a59a
43e055df,08507b5d
43e055df,81d8091f
43e055df,01d00f38
43e055df,32901c4c
43e055df,0cebd856
43e055df,9eb44c64
43e055df,3ece036c
43e055df,c795d6b6
43e055df,016d0fb5
43e055df,3d3b0206
43e055df,fbc9396e
43e055df,2395b405
43e055df,86a7d71b
43e055df,75c62731
43e055df,dcdfa2dc
43e055df,3c07c528
1e2c9501,1bfd572f
1e2c9501,03aa2a95
1e2c9501,c572c107
1e2c9501,1ea1a59a
1e2c9501,08507b5d
1e2c9501,81d8091f
1e2c9501,01d00f38
1e2c9501,32901c4c
1e2c9501,0cebd856
1e2c9501,9eb44c64
1e2c9501,3ece036c
1e2c9501,c795d6b6
1e2c9501,016d0fb5
1e2c9501,3d3b0206
1e2c9501,fbc9396e
1e2c9501,2395b405
1e2c9501,86a7d71b
1e2c9501,75c62731
1e2c9501,dcdfa2dc
1e2c9501,3c07c528
1bfd572f,03aa2a95
1bfd572f,c572c107
1bfd572f,1ea1a59a
1bfd572f,08507b5d
1bfd572f,81d8091f
1bfd572f,01d00f38
1bfd572f,32901c4c
1bfd572f,0cebd856
1bfd572f,9eb44c64
1bfd572f,3ece036c
1bfd572f,c795d6b6
1bfd572f,016d0fb5
1bfd572f,3d3b0206
1bfd572f,fbc9396e
1bfd572f,2395b405
1bfd572f,86a7d71b
1bfd572f,75c62731
1bfd572f,dcdfa2dc
1bfd572f,3c07c528
03aa2a95,c572c107
03aa2a95,1ea1a59a
03aa2a95,08507b5d
03aa2a95,81d8091f
03aa2a95,01d00f38
03aa2a95,32901c4c
03aa2a95,0cebd856
03aa2a95,9eb44c64
03aa2a95,3ece036c
03aa2a95,c795d6b6
03aa2a95,016d0fb5
03aa2a95,3d3b0206
03aa2a95,fbc9396e
03aa2a95,2395b405
03aa2a95,86a7d71b
03aa2a95,75c62731
03aa2a95,dcdfa2dc
03aa2a95,3c07c528
c572c107,1ea1a59a
c572c107,08507b5d
c572c107,81d8091f
c572c107,01d00f38
c572c107,32901c4c
c572c107,0cebd856
c572c107,9eb44c64
c572c107,3ece036c
c572c107,c795d6b6
c572c107,016d0fb5
c572c107,3d3b0206
c572c107,fbc9396e
c572c107,2395b405
c572c107,86a7d71b
c572c107,75c62731
c572c107,dcdfa2dc
c572c107,3c07c528
1ea1a59a,08507b5d
1ea1a59a,81d8091f
1ea1a59a,01d00f38
1ea1a59a,32901c4c
1ea1a59a,0cebd856
1ea1a59a,9eb44c64
1ea1a59a,3ece036c
1ea1a59a,c795d6b6
1ea1a59a,016d0fb5
1ea1a59a,3d3b0206
1ea1a59a,fbc9396e
1ea1a59a,2395b405
1ea1a59a,86a7d71b
1ea1a59a,75c62731
1ea1a59a,dcdfa2dc
1ea1a59a,3c07c528
08507b5d,81d8091f
08507b5d,01d00f38
08507b5d,32901c4c
08507b5d,0cebd856
08507b5d,9eb44c64
08507b5d,3ece036c
08507b5d,c795d6b6
08507b5d,016d0fb5
08507b5d,3d3b0206
08507b5d,fbc9396e
08507b5d,2395b405
08507b5d,86a7d71b
08507b5d,75c62731
08507b5d,dcdfa2dc
08507b5d,3c07c528
81d8091f,01d00f38
81d8091f,32901c4c
81d8091f,0cebd856
81d8091f,9eb44c64
81d8091f,3ece036c
81d8091f,c795d6b6
81d8091f,016d0fb5
81d8091f,3d3b0206
81d8091f,fbc9396e
81d8091f,2395b405
81d8091f,86a7d71b
81d8091f,75c62731
81d8091f,dcdfa2dc
81d8091f,3c07c528
01d00f38,32901c4c
01d00f38,0cebd856
01d00f38,9eb44c64
01d00f38,3ece036c
01d00f38,c795d6b6
01d00f38,016d0fb5
01d00f38,3d3b0206
01d00f38,fbc9396e
01d00f38,2395b405
01d00f38,86a7d71b
01d00f38,75c62731
01d00f38,dcdfa2dc
01d00f38,3c07c528
32901c4c,0cebd856
32901c4c,9eb44c64
32901c4c,3ece036c
32901c4c,c795d6b6
32901c4c,016d0fb5
32901c4c,3d3b0206
32901c4c,fbc9396e
32901c4c,2395b405
32901c4c,86a7d71b
32901c4c,75c62731
32901c4c,dcdfa2dc
32901c4c,3c07c528
0cebd856,9eb44c64
0cebd856,3ece036c
0cebd856,c795d6b6
0cebd856,016d0fb5
0cebd856,3d3b0206
0cebd856,fbc9396e
0cebd856,2395b405
0cebd856,86a7d71b
0cebd856,75c62731
0cebd856,dcdfa2dc
0cebd856,3c07c528
9eb44c64,3ece036c
9eb44c64,c795d6b6
9eb44c64,016d0fb5
9eb44c64,3d3b0206
9eb44c64,fbc9396e
9eb44c64,2395b405
9eb44c64,86a7d71b
9eb44c64,75c62731
9eb44c64,dcdfa2dc
9eb44c64,3c07c528
3ece036c,c795d6b6
3ece036c,016d0fb5
3ece036c,3d3b0206
3ece036c,fbc9396e
3ece036c,2395b405
3ece036c,86a7d71b
3ece036c,75c62731
3ece036c,dcdfa2dc
3ece036c,3c07c528
c795d6b6,016d0fb5
c795d6b6,3d3b0206
c795d6b6,fbc9396e
c795d6b6,2395b405
c795d6b6,86a7d71b
c795d6b6,75c62731
c795d6b6,dcdfa2dc
c795d6b6,3c07c528
016d0fb5,3d3b0206
016d0fb5,fbc9396e
016d0fb5,2395b405
016d0fb5,86a7d71b
016d0fb5,75c62731
016d0fb5,dcdfa2dc
016d0fb5,3c07c528
3d3b0206,fbc9396e
3d3b0206,2395b405
3d3b0206,86a7d71b
3d3b0206,75c62731
3d3b0206,dcdfa2dc
3d3b0206,3c07c528
fbc9396e,2395b405
fbc9396e,86a7d71b
fbc9396e,75c62731
fbc9396e,dcdfa2dc
fbc9396e,3c07c528
2395b405,86a7d71b
2395b405,75c62731
2395b405,dcdfa2dc
2395b405,3c07c528
86a7d71b,75c62731
86a7d71b,dcdfa2dc
86a7d71b,3c07c528
75c62731,dcdfa2dc
75c62731,3c07c528
dcdfa2dc,3c07c528
# https://fbref.com/en/squads/5d36c8f0/Lechia-Gdansk-Stats
7945ba4e,66ae11ec
7945ba4e,dc884f0f
7945ba4e,c78c8c27
7945ba4e,19d146fe
7945ba4e,f8f3618b
7945ba4e,f6d6a31a
7945ba4e,d31f72cf
7945ba4e,87971631
7945ba4e,350ad032
7945ba4e,d0b66c2c
7945ba4e,28683ce2
7945ba4e,c13351e1
7945ba4e,7e689867
7945ba4e,ef138ba3
7945ba4e,e26277fc
7945ba4e,91b64ec6
7945ba4e,4781c7d0
7945ba4e,612cb8d3
7945ba4e,1ca7f874
7945ba4e,7e09fd62
7945ba4e,884c4309
7945ba4e,6e5fdd62
7945ba4e,a5362c15
66ae11ec,dc884f0f
66ae11ec,c78c8c27
66ae11ec,19d146fe
66ae11ec,f8f3618b
66ae11ec,f6d6a31a
66ae11ec,d31f72cf
66ae11ec,87971631
66ae11ec,350ad032
66ae11ec,d0b66c2c
66ae11ec,28683ce2
66ae11ec,c13351e1
66ae11ec,7e689867
66ae11ec,ef138ba3
66ae11ec,e26277fc
66ae11ec,91b64ec6
66ae11ec,4781c7d0
66ae11ec,612cb8d3
66ae11ec,1ca7f874
66ae11ec,7e09fd62
66ae11ec,884c4309
66ae11ec,6e5fdd62
66ae11ec,a5362c15
dc884f0f,c78c8c27
dc884f0f,19d146fe
dc884f0f,f8f3618b
dc884f0f,f6d6a31a
dc884f0f,d31f72cf
dc884f0f,87971631
dc884f0f,350ad032
